Id	SurahId	AyahId	WordId	AyahNo	WordNo	SegmentNo	WordPart	PartOfSpeech	Person	Gender	Number	Text	TextBw	Root	RootBw	Lemma	LemmaBw	Special	SpecialBw	PrefixType	SuffixType	VerbAspect	VerbMood	VerbVoice	VerbForm	NominalDerivation	NominalCase	NominalState
128220	1	1	1	1	1	1	1	P	0	0	0	بِ	bi			ب	b			P								
128221	1	1	1	1	1	2	2	N	0	1	0	سْمِ	somi	سمو	smw	اسْم	Asom										GEN	
128222	1	1	2	1	2	1	2	N	0	0	0	ٱللَّهِ	{ll~ahi	أله	>lh	اللَّه	All~ah										GEN	
128223	1	1	3	1	3	1	1	P	0	0	0	ٱل	{l			ال	Al			DET								
128224	1	1	3	1	3	2	2	N	0	1	1	رَّحْمَٰنِ	r~aHoma`ni	رحم	rHm	رَحْمٰن	raHom`n										GEN	
128225	1	1	4	1	4	1	1	P	0	0	0	ٱل	{l			ال	Al			DET								
128226	1	1	4	1	4	2	2	N	0	1	1	رَّحِيمِ	r~aHiymi	رحم	rHm	رَحِيم	raHiym										GEN	
128227	1	2	5	2	1	1	1	P	0	0	0	ٱلْ	{lo			ال	Al			DET								
128228	1	2	5	2	1	2	2	N	0	1	0	حَمْدُ	Hamodu	حمد	Hmd	حَمْد	Hamod										NOM	
128229	1	2	6	2	2	1	1	P	0	0	0	لِ	li			ل	l			P								
128230	1	2	6	2	2	2	2	N	0	0	0	لَّهِ	l~ahi	أله	>lh	اللَّه	All~ah										GEN	
128231	1	2	7	2	3	1	2	N	0	1	0	رَبِّ	rab~i	ربب	rbb	رَبّ	rab~										GEN	
128232	1	2	8	2	4	1	1	P	0	0	0	ٱلْ	{lo			ال	Al			DET								
128233	1	2	8	2	4	2	2	N	0	1	3	عَٰلَمِينَ	Ea`lamiyna	علم	Elm	عالَم	EAlam										GEN	
128234	1	3	9	3	1	1	1	P	0	0	0	ٱل	{l			ال	Al			DET								
128235	1	3	9	3	1	2	2	N	0	1	1	رَّحْمَٰنِ	r~aHoma`ni	رحم	rHm	رَحْمٰن	raHom`n										GEN	
128236	1	3	10	3	2	1	1	P	0	0	0	ٱل	{l			ال	Al			DET								
128237	1	3	10	3	2	2	2	N	0	1	1	رَّحِيمِ	r~aHiymi	رحم	rHm	رَحِيم	raHiym										GEN	
128238	1	4	11	4	1	1	2	N	0	1	0	مَٰلِكِ	ma`liki	ملك	mlk	مالِك	mAlik								1	ACT_PCPL	GEN	
128239	1	4	12	4	2	1	2	N	0	1	0	يَوْمِ	yawomi	يوم	ywm	يَوْم	yawom										GEN	
128240	1	4	13	4	3	1	1	P	0	0	0	ٱل	{l			ال	Al			DET								
128241	1	4	13	4	3	2	2	N	0	1	0	دِّينِ	d~iyni	دين	dyn	دِين	diyn										GEN	
128242	1	5	14	5	1	1	2	N	2	1	1	إِيَّاكَ	<iy~aAka			إِيّا	<iy~A											
128243	1	5	15	5	2	1	2	V	1	0	3	نَعْبُدُ	naEobudu	عبد	Ebd	عَبَدَ	Eabada					IMPF	IND	ACT	1			
128244	1	5	16	5	3	1	1	P	0	0	0	وَ	wa			و	w			CONJ								
128245	1	5	16	5	3	2	2	N	2	1	1	إِيَّاكَ	<iy~aAka			إِيّا	<iy~A											
128246	1	5	17	5	4	1	2	V	1	0	3	نَسْتَعِينُ	nasotaEiynu	عون	Ewn	اسْتَعِينُ	AsotaEiynu					IMPF	IND	ACT	10			
128247	1	6	18	6	1	1	2	V	2	1	1	ٱهْدِ	{hodi	هدي	hdy	هَدَى	hadaY							ACT	1			
128248	1	6	18	6	1	2	3	N	1	0	3	نَا	naA								PRON							
128249	1	6	19	6	2	1	1	P	0	0	0	ٱل	{l			ال	Al			DET								
128250	1	6	19	6	2	2	2	N	0	1	0	صِّرَٰطَ	S~ira`Ta	صرط	SrT	صِراط	SirAT										ACC	
128251	1	6	20	6	3	1	1	P	0	0	0	ٱلْ	{lo			ال	Al			DET								
128252	1	6	20	6	3	2	2	N	0	1	0	مُسْتَقِيمَ	musotaqiyma	قوم	qwm	مُسْتَقِيم	musotaqiym								10	ACT_PCPL	ACC	
128253	1	7	21	7	1	1	2	N	0	1	0	صِرَٰطَ	Sira`Ta	صرط	SrT	صِراط	SirAT										ACC	
128254	1	7	22	7	2	1	2	N	0	1	3	ٱلَّذِينَ	{l~a*iyna			الَّذِي	Al~a*iy											
128255	1	7	23	7	3	1	2	V	2	1	1	أَنْعَمْ	>anoEamo	نعم	nEm	أَنْعَمَ	>anoEama					PERF		ACT	4			
128256	1	7	23	7	3	2	3	N	2	1	1	تَ	ta								PRON							
128257	1	7	24	7	4	1	2	P	0	0	0	عَلَيْ	Ealayo			عَلَى	EalaY											
128258	1	7	24	7	4	2	3	N	3	1	3	هِمْ	himo								PRON							
128259	1	7	25	7	5	1	2	N	0	1	0	غَيْرِ	gayori	غير	gyr	غَيْر	gayor										GEN	
128260	1	7	26	7	6	1	1	P	0	0	0	ٱلْ	{lo			ال	Al			DET								
128261	1	7	26	7	6	2	2	N	0	1	0	مَغْضُوبِ	magoDuwbi	غضب	gDb	مَغْضُوب	magoDuwb								1	PASS_PCPL	GEN	
128262	1	7	27	7	7	1	2	P	0	0	0	عَلَيْ	Ealayo			عَلَى	EalaY											
128263	1	7	27	7	7	2	3	N	3	1	3	هِمْ	himo								PRON							
128264	1	7	28	7	8	1	1	P	0	0	0	وَ	wa			و	w			CONJ								
128265	1	7	28	7	8	2	2	P	0	0	0	لَا	laA			لا	lA											
128266	1	7	29	7	9	1	1	P	0	0	0	ٱل	{l			ال	Al			DET								
128267	1	7	29	7	9	2	2	N	0	1	3	ضَّآلِّينَ	D~aA^l~iyna	ضلل	Dll	ضالّ	DAl~								1	ACT_PCPL	GEN	
128268	2	8	30	1	1	1	2	P	0	0	0	الٓمٓ	Al^m^															
128269	2	9	31	2	1	1	2	N	0	1	1	ذَٰ	*a`			ذا	*A											
128270	2	9	31	2	1	2	3	P	0	0	0	لِ	li			ل	l				DIST							
128271	2	9	31	2	1	3	3	P	0	1	0	كَ	ka								ADDR							
128272	2	9	32	2	2	1	1	P	0	0	0	ٱلْ	{lo			ال	Al			DET								
128273	2	9	32	2	2	2	2	N	0	1	0	كِتَٰبُ	kita`bu	كتب	ktb	كِتاب	kitAb										NOM	
128274	2	9	33	2	3	1	2	P	0	0	0	لَا	laA			لا	lA	إِنّ	<in~									
128275	2	9	34	2	4	1	2	N	0	1	0	رَيْبَ	rayoba	ريب	ryb	رَيْب	rayob										ACC	
128276	2	9	35	2	5	1	2	P	0	0	0	فِي	fiy			فِي	fiy											
128277	2	9	35	2	5	2	3	N	3	1	1	هِ	hi								PRON							
128278	2	9	36	2	6	1	2	N	0	1	0	هُدًى	hudFY	هدي	hdy	هُدًى	hudFY										NOM	INDEF
128279	2	9	37	2	7	1	1	P	0	0	0	لِّ	l~i			ل	l			P								
128280	2	9	37	2	7	2	1	P	0	0	0	لْ	lo			ال	Al			DET								
128281	2	9	37	2	7	3	2	N	0	1	3	مُتَّقِينَ	mut~aqiyna	وقي	wqy	مُتَّقي	mut~aqy								8	ACT_PCPL	GEN	
128282	2	10	38	3	1	1	2	N	0	1	3	ٱلَّذِينَ	{l~a*iyna			الَّذِي	Al~a*iy											
128283	2	10	39	3	2	1	2	V	3	1	3	يُؤْمِنُ	yu&ominu	أمن	>mn	آمَنَ	A^mana					IMPF	IND	ACT	4			
128284	2	10	39	3	2	2	3	N	3	1	3	ونَ	wna								PRON							
128285	2	10	40	3	3	1	1	P	0	0	0	بِ	bi			ب	b			P								
128286	2	10	40	3	3	2	1	P	0	0	0	ٱلْ	{lo			ال	Al			DET								
128287	2	10	40	3	3	3	2	N	0	1	0	غَيْبِ	gayobi	غيب	gyb	غَيْب	gayob										GEN	
128288	2	10	41	3	4	1	1	P	0	0	0	وَ	wa			و	w			CONJ								
128289	2	10	41	3	4	2	2	V	3	1	3	يُقِيمُ	yuqiymu	قوم	qwm	أَقامَ	>aqAma					IMPF	IND	ACT	4			
128290	2	10	41	3	4	3	3	N	3	1	3	ونَ	wna								PRON							
128291	2	10	42	3	5	1	1	P	0	0	0	ٱل	{l			ال	Al			DET								
128292	2	10	42	3	5	2	2	N	0	2	0	صَّلَوٰةَ	S~alaw`pa	صلو	Slw	صَلاة	SalAp										ACC	
128293	2	10	43	3	6	1	1	P	0	0	0	وَ	wa			و	w			REM								
128294	2	10	43	3	6	2	2	P	0	0	0	مِ	mi			مِن	min											
128295	2	10	43	3	6	3	2	N	0	0	0	مَّا	m~aA			ما	mA											
128296	2	10	44	3	7	1	2	V	1	0	3	رَزَقْ	razaqo	رزق	rzq	رَزَقَ	razaqa					PERF		ACT	1			
128297	2	10	44	3	7	2	3	N	1	0	3	نَٰ	na`								PRON							
128298	2	10	44	3	7	3	3	N	3	1	3	هُمْ	humo								PRON							
128299	2	10	45	3	8	1	2	V	3	1	3	يُنفِقُ	yunfiqu	نفق	nfq	أَنفَقَ	>anfaqa					IMPF	IND	ACT	4			
128300	2	10	45	3	8	2	3	N	3	1	3	ونَ	wna								PRON							
128301	2	11	46	4	1	1	1	P	0	0	0	وَ	wa			و	w			CONJ								
128302	2	11	46	4	1	2	2	N	0	1	3	ٱلَّذِينَ	{l~a*iyna			الَّذِي	Al~a*iy											
128303	2	11	47	4	2	1	2	V	3	1	3	يُؤْمِنُ	yu&ominu	أمن	>mn	آمَنَ	A^mana					IMPF	IND	ACT	4			
128304	2	11	47	4	2	2	3	N	3	1	3	ونَ	wna								PRON							
128305	2	11	48	4	3	1	1	P	0	0	0	بِ	bi			ب	b			P								
128306	2	11	48	4	3	2	2	N	0	0	0	مَآ	maA^			ما	mA											
128307	2	11	49	4	4	1	2	V	3	1	1	أُنزِلَ	>unzila	نزل	nzl	أَنزَلَ	>anzala					PERF		PASS	4			
128308	2	11	50	4	5	1	2	P	0	0	0	إِلَيْ	<ilayo			إِلَى	<ilaY											
128309	2	11	50	4	5	2	3	N	2	1	1	كَ	ka								PRON							
128310	2	11	51	4	6	1	1	P	0	0	0	وَ	wa			و	w			CONJ								
128311	2	11	51	4	6	2	2	N	0	0	0	مَآ	maA^			ما	mA											
128312	2	11	52	4	7	1	2	V	3	1	1	أُنزِلَ	>unzila	نزل	nzl	أَنزَلَ	>anzala					PERF		PASS	4			
128313	2	11	53	4	8	1	2	P	0	0	0	مِن	min			مِن	min											
128314	2	11	54	4	9	1	2	N	0	0	0	قَبْلِ	qaboli	قبل	qbl	قَبْل	qabol										GEN	
128315	2	11	54	4	9	2	3	N	2	1	1	كَ	ka								PRON							
128316	2	11	55	4	10	1	1	P	0	0	0	وَ	wa			و	w			REM								
128317	2	11	55	4	10	2	1	P	0	0	0	بِ	bi			ب	b			P								
128318	2	11	55	4	10	3	1	P	0	0	0	ٱلْ	{lo			ال	Al			DET								
128319	2	11	55	4	10	4	2	N	0	2	1	ءَاخِرَةِ	'aAxirapi	أخر	>xr	آخِر	A^xir										GEN	
128320	2	11	56	4	11	1	2	N	3	1	3	هُمْ	humo															
128321	2	11	57	4	12	1	2	V	3	1	3	يُوقِنُ	yuwqinu	يقن	yqn	يُوقِنُ	yuwqinu					IMPF	IND	ACT	4			
128322	2	11	57	4	12	2	3	N	3	1	3	ونَ	wna								PRON							
128323	2	12	58	5	1	1	2	N	0	0	3	أُو۟لَٰٓئِ	>uw@la`^}i			ذا	*A											
128324	2	12	58	5	1	2	3	P	0	1	0	كَ	ka								ADDR							
128325	2	12	59	5	2	1	2	P	0	0	0	عَلَىٰ	EalaY`			عَلَى	EalaY											
128326	2	12	60	5	3	1	2	N	0	1	0	هُدًى	hudFY	هدي	hdy	هُدًى	hudFY										GEN	INDEF
128327	2	12	61	5	4	1	2	P	0	0	0	مِّن	m~in			مِن	min											
128328	2	12	62	5	5	1	2	N	0	1	0	رَّبِّ	r~ab~i	ربب	rbb	رَبّ	rab~										GEN	
128329	2	12	62	5	5	2	3	N	3	1	3	هِمْ	himo								PRON							
128330	2	12	63	5	6	1	1	P	0	0	0	وَ	wa			و	w			CONJ								
128331	2	12	63	5	6	2	2	N	0	0	3	أُو۟لَٰٓئِ	>uw@la`^}i			ذا	*A											
128332	2	12	63	5	6	3	3	P	0	1	0	كَ	ka								ADDR							
128333	2	12	64	5	7	1	2	N	3	1	3	هُمُ	humu															
128334	2	12	65	5	8	1	1	P	0	0	0	ٱلْ	{lo			ال	Al			DET								
128335	2	12	65	5	8	2	2	N	0	1	3	مُفْلِحُونَ	mufoliHuwna	فلح	flH	مُفْلِح	mufoliH								4	ACT_PCPL	NOM	
128336	2	13	66	6	1	1	2	P	0	0	0	إِنَّ	<in~a			إِنّ	<in~	إِنّ	<in~									
128337	2	13	67	6	2	1	2	N	0	1	3	ٱلَّذِينَ	{l~a*iyna			الَّذِي	Al~a*iy											
128338	2	13	68	6	3	1	2	V	3	1	3	كَفَرُ	kafaru	كفر	kfr	كَفَرَ	kafara					PERF		ACT	1			
128339	2	13	68	6	3	2	3	N	3	1	3	وا۟	wA@								PRON							
128340	2	13	69	6	4	1	2	N	0	1	0	سَوَآءٌ	sawaA^'N	سوي	swy	سَواء	sawA'										NOM	INDEF
128341	2	13	70	6	5	1	2	P	0	0	0	عَلَيْ	Ealayo			عَلَى	EalaY											
128342	2	13	70	6	5	2	3	N	3	1	3	هِمْ	himo								PRON							
128343	2	13	71	6	6	1	1	P	0	0	0	ءَ	'a			أ	>			EQ								
128344	2	13	71	6	6	2	2	V	2	1	1	أَنذَرْ	>an*aro	نذر	n*r	أَنذَرَ	>an*ara					PERF		ACT	4			
128345	2	13	71	6	6	3	3	N	2	1	1	تَ	ta								PRON							
128346	2	13	71	6	6	4	3	N	3	1	3	هُمْ	humo								PRON							
128347	2	13	72	6	7	1	2	P	0	0	0	أَمْ	>amo			أَم	>am											
128348	2	13	73	6	8	1	2	P	0	0	0	لَمْ	lamo			لَم	lam											
128349	2	13	74	6	9	1	2	V	2	1	1	تُنذِرْ	tun*iro	نذر	n*r	أَنذَرَ	>an*ara					IMPF	JUS	ACT	4			
128350	2	13	74	6	9	2	3	N	3	1	3	هُمْ	humo								PRON							
128351	2	13	75	6	10	1	2	P	0	0	0	لَا	laA			لا	lA											
128352	2	13	76	6	11	1	2	V	3	1	3	يُؤْمِنُ	yu&ominu	أمن	>mn	آمَنَ	A^mana					IMPF	IND	ACT	4			
128353	2	13	76	6	11	2	3	N	3	1	3	ونَ	wna								PRON							
128354	2	14	77	7	1	1	2	V	3	1	1	خَتَمَ	xatama	ختم	xtm	خَتَمَ	xatama					PERF		ACT	1			
128355	2	14	78	7	2	1	2	N	0	0	0	ٱللَّهُ	{ll~ahu	أله	>lh	اللَّه	All~ah										NOM	
128356	2	14	79	7	3	1	2	P	0	0	0	عَلَىٰ	EalaY`			عَلَى	EalaY											
128357	2	14	80	7	4	1	2	N	0	2	3	قُلُوبِ	quluwbi	قلب	qlb	قَلْب	qalob										GEN	
128358	2	14	80	7	4	2	3	N	3	1	3	هِمْ	himo								PRON							
128359	2	14	81	7	5	1	1	P	0	0	0	وَ	wa			و	w			CONJ								
128360	2	14	81	7	5	2	2	P	0	0	0	عَلَىٰ	EalaY`			عَلَى	EalaY											
128361	2	14	82	7	6	1	2	N	0	1	0	سَمْعِ	samoEi	سمع	smE	سَمْع	samoE										GEN	
128362	2	14	82	7	6	2	3	N	3	1	3	هِمْ	himo								PRON							
128363	2	14	83	7	7	1	1	P	0	0	0	وَ	wa			و	w			REM								
128364	2	14	83	7	7	2	2	P	0	0	0	عَلَىٰٓ	EalaY`^			عَلَى	EalaY											
128365	2	14	84	7	8	1	2	N	0	1	3	أَبْصَٰرِ	>aboSa`ri	بصر	bSr	بَصَر	baSar										GEN	
128366	2	14	84	7	8	2	3	N	3	1	3	هِمْ	himo								PRON							
128367	2	14	85	7	9	1	2	N	0	2	0	غِشَٰوَةٌ	gi$a`wapN	غشو	g$w	غِشاوَة	gi$Awap										NOM	INDEF
128368	2	14	86	7	10	1	1	P	0	0	0	وَ	wa			و	w			REM								
128369	2	14	86	7	10	2	1	P	0	0	0	لَ	la			ل	l			P								
128370	2	14	86	7	10	3	2	N	3	1	3	هُمْ	humo															
128371	2	14	87	7	11	1	2	N	0	1	0	عَذَابٌ	Ea*aAbN	عذب	E*b	عَذاب	Ea*Ab										NOM	INDEF
128372	2	14	88	7	12	1	2	N	0	1	1	عَظِيمٌ	EaZiymN	عظم	EZm	عَظِيم	EaZiym										NOM	INDEF
128373	2	15	89	8	1	1	1	P	0	0	0	وَ	wa			و	w			REM								
128374	2	15	89	8	1	2	2	P	0	0	0	مِنَ	mina			مِن	min											
128375	2	15	90	8	2	1	1	P	0	0	0	ٱل	{l			ال	Al			DET								
128376	2	15	90	8	2	2	2	N	0	1	3	نَّاسِ	n~aAsi	أنس	>ns	ناس	nAs										GEN	
128377	2	15	91	8	3	1	2	N	0	0	0	مَن	man			مَن	man											
128378	2	15	92	8	4	1	2	V	3	1	1	يَقُولُ	yaquwlu	قول	qwl	قالَ	qAla					IMPF	IND	ACT	1			
128379	2	15	93	8	5	1	2	V	1	0	3	ءَامَ	'aAma	أمن	>mn	آمَنَ	A^mana					PERF		ACT	4			
128380	2	15	93	8	5	2	3	N	1	0	3	نَّا	n~aA								PRON							
128381	2	15	94	8	6	1	1	P	0	0	0	بِ	bi			ب	b			P								
128382	2	15	94	8	6	2	2	N	0	0	0	ٱللَّهِ	{ll~ahi	أله	>lh	اللَّه	All~ah										GEN	
128383	2	15	95	8	7	1	1	P	0	0	0	وَ	wa			و	w			CONJ								
128384	2	15	95	8	7	2	1	P	0	0	0	بِ	bi			ب	b			P								
128385	2	15	95	8	7	3	1	P	0	0	0	ٱلْ	{lo			ال	Al			DET								
128386	2	15	95	8	7	4	2	N	0	1	0	يَوْمِ	yawomi	يوم	ywm	يَوْم	yawom										GEN	
128387	2	15	96	8	8	1	1	P	0	0	0	ٱلْ	{lo			ال	Al			DET								
128388	2	15	96	8	8	2	2	N	0	1	1	ءَاخِرِ	'aAxiri	أخر	>xr	آخِر	A^xir										GEN	
128389	2	15	97	8	9	1	1	P	0	0	0	وَ	wa			و	w			CIRC								
128390	2	15	97	8	9	2	2	P	0	0	0	مَا	maA			ما	mA	كَان	kaAn									
128391	2	15	98	8	10	1	2	N	3	1	3	هُم	hum															
128392	2	15	99	8	11	1	1	P	0	0	0	بِ	bi			ب	b			P								
128393	2	15	99	8	11	2	2	N	0	1	3	مُؤْمِنِينَ	mu&ominiyna	أمن	>mn	مُؤْمِن	mu&omin								4	ACT_PCPL	GEN	
128394	2	16	100	9	1	1	2	V	3	1	3	يُخَٰدِعُ	yuxa`diEu	خدع	xdE	يُخادِعُ	yuxAdiEu					IMPF	IND	ACT	3			
128395	2	16	100	9	1	2	3	N	3	1	3	ونَ	wna								PRON							
128396	2	16	101	9	2	1	2	N	0	0	0	ٱللَّهَ	{ll~aha	أله	>lh	اللَّه	All~ah										ACC	
128397	2	16	102	9	3	1	1	P	0	0	0	وَ	wa			و	w			CONJ								
128398	2	16	102	9	3	2	2	N	0	1	3	ٱلَّذِينَ	{l~a*iyna			الَّذِي	Al~a*iy											
128399	2	16	103	9	4	1	2	V	3	1	3	ءَامَنُ	'aAmanu	أمن	>mn	آمَنَ	A^mana					PERF		ACT	4			
128400	2	16	103	9	4	2	3	N	3	1	3	وا۟	wA@								PRON							
128401	2	16	104	9	5	1	1	P	0	0	0	وَ	wa			و	w			REM								
128402	2	16	104	9	5	2	2	P	0	0	0	مَا	maA			ما	mA											
128403	2	16	105	9	6	1	2	V	3	1	3	يَخْدَعُ	yaxodaEu	خدع	xdE	يَخْدَعُ	yaxodaEu					IMPF	IND	ACT	1			
128404	2	16	105	9	6	2	3	N	3	1	3	ونَ	wna								PRON							
128405	2	16	106	9	7	1	2	P	0	0	0	إِلَّآ	<il~aA^			إِلّا	<il~A											
128406	2	16	107	9	8	1	2	N	0	2	3	أَنفُسَ	>anfusa	نفس	nfs	نَفْس	nafos										ACC	
128407	2	16	107	9	8	2	3	N	3	1	3	هُمْ	humo								PRON							
128408	2	16	108	9	9	1	1	P	0	0	0	وَ	wa			و	w			CIRC								
128409	2	16	108	9	9	2	2	P	0	0	0	مَا	maA			ما	mA											
128410	2	16	109	9	10	1	2	V	3	1	3	يَشْعُرُ	ya$oEuru	شعر	$Er	يَشْعُرُ	ya$oEuru					IMPF	IND	ACT	1			
128411	2	16	109	9	10	2	3	N	3	1	3	ونَ	wna								PRON							
128412	2	17	110	10	1	1	2	P	0	0	0	فِى	fiY			فِي	fiy											
128413	2	17	111	10	2	1	2	N	0	2	3	قُلُوبِ	quluwbi	قلب	qlb	قَلْب	qalob										GEN	
128414	2	17	111	10	2	2	3	N	3	1	3	هِم	him								PRON							
128415	2	17	112	10	3	1	2	N	0	1	0	مَّرَضٌ	m~araDN	مرض	mrD	مَرَض	maraD										NOM	INDEF
128416	2	17	113	10	4	1	1	P	0	0	0	فَ	fa			ف	f			REM								
128417	2	17	113	10	4	2	2	V	3	1	1	زَادَ	zaAda	زيد	zyd	زادَ	zAda					PERF		ACT	1			
128418	2	17	113	10	4	3	3	N	3	1	3	هُمُ	humu								PRON							
128419	2	17	114	10	5	1	2	N	0	0	0	ٱللَّهُ	{ll~ahu	أله	>lh	اللَّه	All~ah										NOM	
128420	2	17	115	10	6	1	2	N	0	1	0	مَرَضًا	maraDFA	مرض	mrD	مَرَض	maraD										ACC	INDEF
128421	2	17	116	10	7	1	1	P	0	0	0	وَ	wa			و	w			REM								
128422	2	17	116	10	7	2	1	P	0	0	0	لَ	la			ل	l			P								
128423	2	17	116	10	7	3	2	N	3	1	3	هُمْ	humo															
128424	2	17	117	10	8	1	2	N	0	1	0	عَذَابٌ	Ea*aAbN	عذب	E*b	عَذاب	Ea*Ab										NOM	INDEF
128425	2	17	118	10	9	1	2	N	0	1	1	أَلِيمٌۢ	>aliymN[	ألم	>lm	أَلِيم	>aliym										NOM	INDEF
128426	2	17	119	10	10	1	1	P	0	0	0	بِ	bi			ب	b			P								
128427	2	17	119	10	10	2	2	N	0	0	0	مَا	maA			ما	mA											
128428	2	17	120	10	11	1	2	V	3	1	3	كَانُ	kaAnu	كون	kwn	كانَ	kAna	كَان	kaAn			PERF		ACT	1			
128429	2	17	120	10	11	2	3	N	3	1	3	وا۟	wA@								PRON							
128430	2	17	121	10	12	1	2	V	3	1	3	يَكْذِبُ	yako*ibu	كذب	k*b	كَذَبَ	ka*aba					IMPF	IND	ACT	1			
128431	2	17	121	10	12	2	3	N	3	1	3	ونَ	wna								PRON							
128432	2	18	122	11	1	1	1	P	0	0	0	وَ	wa			و	w			REM								
128433	2	18	122	11	1	2	2	N	0	0	0	إِذَا	<i*aA			إِذا	<i*A											
128434	2	18	123	11	2	1	2	V	3	1	1	قِيلَ	qiyla	قول	qwl	قالَ	qAla					PERF		PASS	1			
128435	2	18	124	11	3	1	1	P	0	0	0	لَ	la			ل	l			P								
128436	2	18	124	11	3	2	2	N	3	1	3	هُمْ	humo															
128437	2	18	125	11	4	1	2	P	0	0	0	لَا	laA			لا	lA											
128438	2	18	126	11	5	1	2	V	2	1	3	تُفْسِدُ	tufosidu	فسد	fsd	أَفْسَدُ	>afosadu					IMPF	JUS	ACT	4			
128439	2	18	126	11	5	2	3	N	2	1	3	وا۟	wA@								PRON							
128440	2	18	127	11	6	1	2	P	0	0	0	فِى	fiY			فِي	fiy											
128441	2	18	128	11	7	1	1	P	0	0	0	ٱلْ	{lo			ال	Al			DET								
128442	2	18	128	11	7	2	2	N	0	2	0	أَرْضِ	>aroDi	أرض	>rD	أَرْض	>aroD										GEN	
128443	2	18	129	11	8	1	2	V	3	1	3	قَالُ	qaAlu	قول	qwl	قالَ	qAla					PERF		ACT	1			
128444	2	18	129	11	8	2	3	N	3	1	3	وٓا۟	w^A@								PRON							
128445	2	18	130	11	9	1	2	P	0	0	0	إِنَّ	<in~a			إِنّ	<in~	إِنّ	<in~									
128446	2	18	130	11	9	2	2	P	0	0	0	مَا	maA			ما	mA											
128447	2	18	131	11	10	1	2	N	1	0	3	نَحْنُ	naHonu															
128448	2	18	132	11	11	1	2	N	0	1	3	مُصْلِحُونَ	muSoliHuwna	صلح	SlH	مُصْلِح	muSoliH								4	ACT_PCPL	NOM	
128449	2	19	133	12	1	1	2	P	0	0	0	أَلَآ	>alaA^			أَلا	>alA											
128450	2	19	134	12	2	1	2	P	0	0	0	إِنَّ	<in~a			إِنّ	<in~	إِنّ	<in~									
128451	2	19	134	12	2	2	3	N	3	1	3	هُمْ	humo								PRON							
128452	2	19	135	12	3	1	2	N	3	1	3	هُمُ	humu															
128453	2	19	136	12	4	1	1	P	0	0	0	ٱلْ	{lo			ال	Al			DET								
128454	2	19	136	12	4	2	2	N	0	1	3	مُفْسِدُونَ	mufosiduwna	فسد	fsd	مُفْسِد	mufosid								4	ACT_PCPL	NOM	
128455	2	19	137	12	5	1	1	P	0	0	0	وَ	wa			و	w			SUP								
128456	2	19	137	12	5	2	2	P	0	0	0	لَٰكِن	la`kin			لٰكِن	l`kin											
128457	2	19	138	12	6	1	2	P	0	0	0	لَّا	l~aA			لا	lA											
128458	2	19	139	12	7	1	2	V	3	1	3	يَشْعُرُ	ya$oEuru	شعر	$Er	يَشْعُرُ	ya$oEuru					IMPF	IND	ACT	1			
128459	2	19	139	12	7	2	3	N	3	1	3	ونَ	wna								PRON							
128460	2	20	140	13	1	1	1	P	0	0	0	وَ	wa			و	w			CONJ								
128461	2	20	140	13	1	2	2	N	0	0	0	إِذَا	<i*aA			إِذا	<i*A											
128462	2	20	141	13	2	1	2	V	3	1	1	قِيلَ	qiyla	قول	qwl	قالَ	qAla					PERF		PASS	1			
128463	2	20	142	13	3	1	1	P	0	0	0	لَ	la			ل	l			P								
128464	2	20	142	13	3	2	2	N	3	1	3	هُمْ	humo															
128465	2	20	143	13	4	1	2	V	2	1	3	ءَامِنُ	'aAminu	أمن	>mn	آمَنَ	A^mana							ACT	4			
128466	2	20	143	13	4	2	3	N	2	1	3	وا۟	wA@								PRON							
128467	2	20	144	13	5	1	1	P	0	0	0	كَ	ka			ك	k			P								
128468	2	20	144	13	5	2	2	P	0	0	0	مَآ	maA^			ما	mA											
128469	2	20	145	13	6	1	2	V	3	1	1	ءَامَنَ	'aAmana	أمن	>mn	آمَنَ	A^mana					PERF		ACT	4			
128470	2	20	146	13	7	1	1	P	0	0	0	ٱل	{l			ال	Al			DET								
128471	2	20	146	13	7	2	2	N	0	1	3	نَّاسُ	n~aAsu	أنس	>ns	ناس	nAs										NOM	
128472	2	20	147	13	8	1	2	V	3	1	3	قَالُ	qaAlu	قول	qwl	قالَ	qAla					PERF		ACT	1			
128473	2	20	147	13	8	2	3	N	3	1	3	وٓا۟	w^A@								PRON							
128474	2	20	148	13	9	1	1	N	0	0	0	أَ	>a			أ	>			INTG								
128475	2	20	148	13	9	2	2	V	1	0	3	نُؤْمِنُ	nu&ominu	أمن	>mn	آمَنَ	A^mana					IMPF	IND	ACT	4			
128476	2	20	149	13	10	1	1	P	0	0	0	كَ	ka			ك	k			P								
128477	2	20	149	13	10	2	2	P	0	0	0	مَآ	maA^			ما	mA											
128478	2	20	150	13	11	1	2	V	3	1	1	ءَامَنَ	'aAmana	أمن	>mn	آمَنَ	A^mana					PERF		ACT	4			
128479	2	20	151	13	12	1	1	P	0	0	0	ٱل	{l			ال	Al			DET								
128480	2	20	151	13	12	2	2	N	0	1	3	سُّفَهَآءُ	s~ufahaA^'u	سفه	sfh	سَفِيه	safiyh										NOM	
128481	2	20	152	13	13	1	2	P	0	0	0	أَلَآ	>alaA^			أَلا	>alA											
128482	2	20	153	13	14	1	2	P	0	0	0	إِنَّ	<in~a			إِنّ	<in~	إِنّ	<in~									
